"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"IDN","WASTEMUN","TOT","THND_TONNE","A","2002",4859.61,
"IDN","WASTEMUN","TOT","THND_TONNE","A","2003",5470.788,"B"
"IDN","WASTEMUN","TOT","THND_TONNE","A","2004",6044.45,
"IDN","WASTEMUN","TOT","THND_TONNE","A","2005",6044.45,"B"
"IDN","WASTEMUN","TOT","THND_TONNE","A","2006",5256.52,"B"
"IDN","WASTEMUN","TOT","THND_TONNE","A","2007",7576.772,"B"
"IDN","WASTEMUN","TOT","THND_TONNE","A","2008",7576.772,"B"
"IDN","WASTEMUN","TOT","THND_TONNE","A","2009",6866.198,"B"
"IDN","WASTEMUN","TOT","THND_TONNE","A","2010",7245.246,"B"
"IDN","WASTEMUN","TOT","THND_TONNE","A","2011",7742.343,"B"
"IDN","WASTEMUN","TOT","THND_TONNE","A","2012",7650.389,"B"
"OECDE","WASTEMUN","TOT","THND_TONNE","A","1990",227417,"E"
"OECDE","WASTEMUN","TOT","THND_TONNE","A","1991",231162,"E"
"OECDE","WASTEMUN","TOT","THND_TONNE","A","1992",234417,"E"
"OECDE","WASTEMUN","TOT","THND_TONNE","A","1993",238766,"E"
"OECDE","WASTEMUN","TOT","THND_TONNE","A","1994",240948,"E"
"OECDE","WASTEMUN","TOT","THND_TONNE","A","1995",246449,"E"
"OECDE","WASTEMUN","TOT","THND_TONNE","A","1996",255543,"E"
"OECDE","WASTEMUN","TOT","THND_TONNE","A","1997",265620,"E"
"OECDE","WASTEMUN","TOT","THND_TONNE","A","1998",267992,"E"
"OECDE","WASTEMUN","TOT","THND_TONNE","A","1999",271651,"E"
"OECDE","WASTEMUN","TOT","THND_TONNE","A","2000",277344,"E"
"OECDE","WASTEMUN","TOT","THND_TONNE","A","2001",276948,"E"
"OECDE","WASTEMUN","TOT","THND_TONNE","A","2002",279713,"E"
"OECDE","WASTEMUN","TOT","THND_TONNE","A","2003",275760,"E"
"OECDE","WASTEMUN","TOT","THND_TONNE","A","2004",275332,"E"
"OECDE","WASTEMUN","TOT","THND_TONNE","A","2005",278943,"E"
"OECDE","WASTEMUN","TOT","THND_TONNE","A","2006",281933,"E"
"OECDE","WASTEMUN","TOT","THND_TONNE","A","2007",284853,"E"
"OECDE","WASTEMUN","TOT","THND_TONNE","A","2008",281981,"E"
"OECDE","WASTEMUN","TOT","THND_TONNE","A","2009",280283,"E"
"OECDE","WASTEMUN","TOT","THND_TONNE","A","2010",279011,"E"
"OECDE","WASTEMUN","TOT","THND_TONNE","A","2011",278196,"E"
"OECDE","WASTEMUN","TOT","THND_TONNE","A","2012",273238,"E"
"OECDE","WASTEMUN","TOT","THND_TONNE","A","2013",270740,"E"
"OECDE","WASTEMUN","TOT","THND_TONNE","A","2014",271809,"E"
"OECDE","WASTEMUN","TOT","THND_TONNE","A","2015",274040,"E"
"OECDE","WASTEMUN","TOT","THND_TONNE","A","2016",282207,"E"
"OECDE","WASTEMUN","TOT","THND_TONNE","A","2017",282743,"E"
"OECDE","WASTEMUN","TOT","THND_TONNE","A","2018",284277,"E"
"OECDE","WASTEMUN","TOT","KG_CAP","A","1990",451.676,"E"
"OECDE","WASTEMUN","TOT","KG_CAP","A","1991",456.856,"E"
"OECDE","WASTEMUN","TOT","KG_CAP","A","1992",460.951,"E"
"OECDE","WASTEMUN","TOT","KG_CAP","A","1993",467.156,"E"
"OECDE","WASTEMUN","TOT","KG_CAP","A","1994",469.207,"E"
"OECDE","WASTEMUN","TOT","KG_CAP","A","1995",477.872,"E"
"OECDE","WASTEMUN","TOT","KG_CAP","A","1996",493.656,"E"
"OECDE","WASTEMUN","TOT","KG_CAP","A","1997",511.422,"E"
"OECDE","WASTEMUN","TOT","KG_CAP","A","1998",514.336,"E"
"OECDE","WASTEMUN","TOT","KG_CAP","A","1999",519.526,"E"
"OECDE","WASTEMUN","TOT","KG_CAP","A","2000",528.229,"E"
"OECDE","WASTEMUN","TOT","KG_CAP","A","2001",524.931,"E"
"OECDE","WASTEMUN","TOT","KG_CAP","A","2002",527.307,"E"
"OECDE","WASTEMUN","TOT","KG_CAP","A","2003",516.845,"E"
"OECDE","WASTEMUN","TOT","KG_CAP","A","2004",513.009,"E"
"OECDE","WASTEMUN","TOT","KG_CAP","A","2005",516.746,"E"
"OECDE","WASTEMUN","TOT","KG_CAP","A","2006",519.371,"E"
"OECDE","WASTEMUN","TOT","KG_CAP","A","2007",521.889,"E"
"OECDE","WASTEMUN","TOT","KG_CAP","A","2008",513.876,"E"
"OECDE","WASTEMUN","TOT","KG_CAP","A","2009",508.112,"E"
"OECDE","WASTEMUN","TOT","KG_CAP","A","2010",503.204,"E"
"OECDE","WASTEMUN","TOT","KG_CAP","A","2011",499.218,"E"
"OECDE","WASTEMUN","TOT","KG_CAP","A","2012",487.942,"E"
"OECDE","WASTEMUN","TOT","KG_CAP","A","2013",481.19,"E"
"OECDE","WASTEMUN","TOT","KG_CAP","A","2014",480.822,"E"
"OECDE","WASTEMUN","TOT","KG_CAP","A","2015",482.499,"E"
"OECDE","WASTEMUN","TOT","KG_CAP","A","2016",494.537,"E"
"OECDE","WASTEMUN","TOT","KG_CAP","A","2017",493.16,"E"
"OECDE","WASTEMUN","TOT","KG_CAP","A","2018",493.643,"E"
"COL","WASTEMUN","TOT","THND_TONNE","A","2003",5289,
"COL","WASTEMUN","TOT","THND_TONNE","A","2004",6128,
"COL","WASTEMUN","TOT","THND_TONNE","A","2005",7583.09,
"COL","WASTEMUN","TOT","THND_TONNE","A","2006",7583.09,
"COL","WASTEMUN","TOT","THND_TONNE","A","2007",9153.993,
"COL","WASTEMUN","TOT","THND_TONNE","A","2008",9154.028,
"COL","WASTEMUN","TOT","THND_TONNE","A","2009",11273.441,
"COL","WASTEMUN","TOT","THND_TONNE","A","2010",8980.19,
"COL","WASTEMUN","TOT","THND_TONNE","A","2011",9686.042,
"COL","WASTEMUN","TOT","THND_TONNE","A","2012",8996.133,
"COL","WASTEMUN","TOT","THND_TONNE","A","2013",9144.506,
"COL","WASTEMUN","TOT","THND_TONNE","A","2014",9144.637,
"COL","WASTEMUN","TOT","THND_TONNE","A","2015",9967.844,
"COL","WASTEMUN","TOT","THND_TONNE","A","2016",11400.036,
"COL","WASTEMUN","TOT","THND_TONNE","A","2017",10856.976,
"COL","WASTEMUN","TOT","THND_TONNE","A","2018",12082.511,"B"
"COL","WASTEMUN","TOT","KG_CAP","A","2003",125.701,
"COL","WASTEMUN","TOT","KG_CAP","A","2004",143.689,
"COL","WASTEMUN","TOT","KG_CAP","A","2005",175.531,
"COL","WASTEMUN","TOT","KG_CAP","A","2006",173.377,
"COL","WASTEMUN","TOT","KG_CAP","A","2007",206.847,
"COL","WASTEMUN","TOT","KG_CAP","A","2008",204.559,
"COL","WASTEMUN","TOT","KG_CAP","A","2009",249.287,
"COL","WASTEMUN","TOT","KG_CAP","A","2010",196.663,
"COL","WASTEMUN","TOT","KG_CAP","A","2011",210.22,
"COL","WASTEMUN","TOT","KG_CAP","A","2012",193.484,
"COL","WASTEMUN","TOT","KG_CAP","A","2013",194.698,
"COL","WASTEMUN","TOT","KG_CAP","A","2014",192.435,
"COL","WASTEMUN","TOT","KG_CAP","A","2015",206.909,
"COL","WASTEMUN","TOT","KG_CAP","A","2016",233.083,
"COL","WASTEMUN","TOT","KG_CAP","A","2017",218.622,
"COL","WASTEMUN","TOT","KG_CAP","A","2018",240.021,"B"
"LVA","WASTEMUN","TOT","THND_TONNE","A","1995",657,
"LVA","WASTEMUN","TOT","THND_TONNE","A","1996",650,
"LVA","WASTEMUN","TOT","THND_TONNE","A","1997",621,
"LVA","WASTEMUN","TOT","THND_TONNE","A","1998",597,
"LVA","WASTEMUN","TOT","THND_TONNE","A","1999",613,
"LVA","WASTEMUN","TOT","THND_TONNE","A","2000",642,
"LVA","WASTEMUN","TOT","THND_TONNE","A","2001",713,
"LVA","WASTEMUN","TOT","THND_TONNE","A","2002",793,"B"
"LVA","WASTEMUN","TOT","THND_TONNE","A","2003",695,
"LVA","WASTEMUN","TOT","THND_TONNE","A","2004",720.38,
"LVA","WASTEMUN","TOT","THND_TONNE","A","2005",716,
"LVA","WASTEMUN","TOT","THND_TONNE","A","2006",760,
"LVA","WASTEMUN","TOT","THND_TONNE","A","2007",860.92,
"LVA","WASTEMUN","TOT","THND_TONNE","A","2008",751.92,
"LVA","WASTEMUN","TOT","THND_TONNE","A","2009",752.96,
"LVA","WASTEMUN","TOT","THND_TONNE","A","2010",680.14,
"LVA","WASTEMUN","TOT","THND_TONNE","A","2011",720.64,
"LVA","WASTEMUN","TOT","THND_TONNE","A","2012",657.61,
"LVA","WASTEMUN","TOT","THND_TONNE","A","2013",704,
"LVA","WASTEMUN","TOT","THND_TONNE","A","2014",726,
"LVA","WASTEMUN","TOT","THND_TONNE","A","2015",798.06,
"LVA","WASTEMUN","TOT","THND_TONNE","A","2016",802.47,
"LVA","WASTEMUN","TOT","THND_TONNE","A","2017",798.19,
"LVA","WASTEMUN","TOT","THND_TONNE","A","2018",785.07,
"LVA","WASTEMUN","TOT","KG_CAP","A","1995",261.912,
"LVA","WASTEMUN","TOT","KG_CAP","A","1996",262.22,
"LVA","WASTEMUN","TOT","KG_CAP","A","1997",253.128,
"LVA","WASTEMUN","TOT","KG_CAP","A","1998",245.624,
"LVA","WASTEMUN","TOT","KG_CAP","A","1999",254.558,
"LVA","WASTEMUN","TOT","KG_CAP","A","2000",269.277,
"LVA","WASTEMUN","TOT","KG_CAP","A","2001",302.286,
"LVA","WASTEMUN","TOT","KG_CAP","A","2002",339.974,"B"
"LVA","WASTEMUN","TOT","KG_CAP","A","2003",301.408,
"LVA","WASTEMUN","TOT","KG_CAP","A","2004",316.106,
"LVA","WASTEMUN","TOT","KG_CAP","A","2005",317.941,
"LVA","WASTEMUN","TOT","KG_CAP","A","2006",341.563,
"LVA","WASTEMUN","TOT","KG_CAP","A","2007",391.667,
"LVA","WASTEMUN","TOT","KG_CAP","A","2008",346.306,
"LVA","WASTEMUN","TOT","KG_CAP","A","2009",351.066,
"LVA","WASTEMUN","TOT","KG_CAP","A","2010",320.993,
"LVA","WASTEMUN","TOT","KG_CAP","A","2011",344.209,
"LVA","WASTEMUN","TOT","KG_CAP","A","2012",317.837,
"LVA","WASTEMUN","TOT","KG_CAP","A","2013",344.262,
"LVA","WASTEMUN","TOT","KG_CAP","A","2014",359.189,
"LVA","WASTEMUN","TOT","KG_CAP","A","2015",399.495,
"LVA","WASTEMUN","TOT","KG_CAP","A","2016",406.465,
"LVA","WASTEMUN","TOT","KG_CAP","A","2017",409.098,
"LVA","WASTEMUN","TOT","KG_CAP","A","2018",407.097,
"RUS","WASTEMUN","TOT","KG_CAP","A","1999",347.226,
"RUS","WASTEMUN","TOT","KG_CAP","A","2000",355.403,
"RUS","WASTEMUN","TOT","KG_CAP","A","2001",351.995,
"RUS","WASTEMUN","TOT","KG_CAP","A","2002",373.489,
"RUS","WASTEMUN","TOT","KG_CAP","A","2003",382.206,
"RUS","WASTEMUN","TOT","KG_CAP","A","2004",402.461,
"RUS","WASTEMUN","TOT","KG_CAP","A","2005",402.327,
"RUS","WASTEMUN","TOT","KG_CAP","A","2006",424.715,
"RUS","WASTEMUN","TOT","KG_CAP","A","2007",438.874,
"RUS","WASTEMUN","TOT","KG_CAP","A","2008",450.754,
"RUS","WASTEMUN","TOT","KG_CAP","A","2009",466.072,
"RUS","WASTEMUN","TOT","KG_CAP","A","2010",481.943,
"RUS","WASTEMUN","TOT","KG_CAP","A","2011",480.564,
"RUS","WASTEMUN","TOT","KG_CAP","A","2012",558.213,
"LTU","WASTEMUN","TOT","THND_TONNE","A","1995",1546,
"LTU","WASTEMUN","TOT","THND_TONNE","A","1996",1445,
"LTU","WASTEMUN","TOT","THND_TONNE","A","1997",1510,
"LTU","WASTEMUN","TOT","THND_TONNE","A","1998",1578,
"LTU","WASTEMUN","TOT","THND_TONNE","A","1999",1236,"B"
"LTU","WASTEMUN","TOT","THND_TONNE","A","2000",1275.92,
"LTU","WASTEMUN","TOT","THND_TONNE","A","2001",1313.45,
"LTU","WASTEMUN","TOT","THND_TONNE","A","2002",1395.1,
"LTU","WASTEMUN","TOT","THND_TONNE","A","2003",1327.61,
"LTU","WASTEMUN","TOT","THND_TONNE","A","2004",1260.12,
"LTU","WASTEMUN","TOT","THND_TONNE","A","2005",1287.37,
"LTU","WASTEMUN","TOT","THND_TONNE","A","2006",1325.72,
"LTU","WASTEMUN","TOT","THND_TONNE","A","2007",1353.61,
"LTU","WASTEMUN","TOT","THND_TONNE","A","2008",1368.98,
"LTU","WASTEMUN","TOT","THND_TONNE","A","2009",1205.53,
"LTU","WASTEMUN","TOT","THND_TONNE","A","2010",1252.62,
"LTU","WASTEMUN","TOT","THND_TONNE","A","2011",1339.28,
"LTU","WASTEMUN","TOT","THND_TONNE","A","2012",1330.16,
"LTU","WASTEMUN","TOT","THND_TONNE","A","2013",1280.05,
"LTU","WASTEMUN","TOT","THND_TONNE","A","2014",1270.25,
"LTU","WASTEMUN","TOT","THND_TONNE","A","2015",1300,
"LTU","WASTEMUN","TOT","THND_TONNE","A","2016",1272.06,
"LTU","WASTEMUN","TOT","THND_TONNE","A","2017",1286.43,
"LTU","WASTEMUN","TOT","THND_TONNE","A","2018",1300.57,
"CRI","WASTEMUN","TOT","THND_TONNE","A","2010",1506,
"CRI","WASTEMUN","TOT","THND_TONNE","A","2011",1659,
"CRI","WASTEMUN","TOT","THND_TONNE","A","2012",1698,
"CRI","WASTEMUN","TOT","THND_TONNE","A","2013",1752,
"CRI","WASTEMUN","TOT","THND_TONNE","A","2014",1788,
"CRI","WASTEMUN","TOT","THND_TONNE","A","2015",1877,
"CRI","WASTEMUN","TOT","THND_TONNE","A","2016",1218,"B"
"CRI","WASTEMUN","TOT","THND_TONNE","A","2017",1267,
"CRI","WASTEMUN","TOT","THND_TONNE","A","2018",1462,
"LTU","WASTEMUN","TOT","KG_CAP","A","1995",426.293,
"LTU","WASTEMUN","TOT","KG_CAP","A","1996",400.971,
"LTU","WASTEMUN","TOT","KG_CAP","A","1997",421.798,
"LTU","WASTEMUN","TOT","KG_CAP","A","1998",443.864,
"LTU","WASTEMUN","TOT","KG_CAP","A","1999",350.223,"B"
"LTU","WASTEMUN","TOT","KG_CAP","A","2000",364.357,
"LTU","WASTEMUN","TOT","KG_CAP","A","2001",378.121,
"LTU","WASTEMUN","TOT","KG_CAP","A","2002",404.992,
"LTU","WASTEMUN","TOT","KG_CAP","A","2003",388.831,
"LTU","WASTEMUN","TOT","KG_CAP","A","2004",372.692,
"LTU","WASTEMUN","TOT","KG_CAP","A","2005",384.948,
"LTU","WASTEMUN","TOT","KG_CAP","A","2006",401.328,
"LTU","WASTEMUN","TOT","KG_CAP","A","2007",415.348,
"LTU","WASTEMUN","TOT","KG_CAP","A","2008",426.093,
"LTU","WASTEMUN","TOT","KG_CAP","A","2009",380.622,
"LTU","WASTEMUN","TOT","KG_CAP","A","2010",400.99,
"LTU","WASTEMUN","TOT","KG_CAP","A","2011",434.351,
"LTU","WASTEMUN","TOT","KG_CAP","A","2012",436.754,
"LTU","WASTEMUN","TOT","KG_CAP","A","2013",425.416,
"LTU","WASTEMUN","TOT","KG_CAP","A","2014",427.478,
"LTU","WASTEMUN","TOT","KG_CAP","A","2015",443.402,
"LTU","WASTEMUN","TOT","KG_CAP","A","2016",440.227,
"LTU","WASTEMUN","TOT","KG_CAP","A","2017",452.106,
"LTU","WASTEMUN","TOT","KG_CAP","A","2018",464.28,
"CRI","WASTEMUN","TOT","KG_CAP","A","2010",325.053,
"CRI","WASTEMUN","TOT","KG_CAP","A","2011",353.882,
"CRI","WASTEMUN","TOT","KG_CAP","A","2012",358.069,
"CRI","WASTEMUN","TOT","KG_CAP","A","2013",365.35,
"CRI","WASTEMUN","TOT","KG_CAP","A","2014",368.827,
"CRI","WASTEMUN","TOT","KG_CAP","A","2015",383.112,
"CRI","WASTEMUN","TOT","KG_CAP","A","2016",246.063,"B"
"CRI","WASTEMUN","TOT","KG_CAP","A","2017",253.428,
"CRI","WASTEMUN","TOT","KG_CAP","A","2018",289.645,
