"location","item","element","Unit","Date","Value"
"Mongolia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2002","235.838861"
"Mongolia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2003","229.246437"
"Mongolia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2004","296.695588"
"Mongolia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2005","336.358836"
"Mongolia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2006","374.700027"
"Mongolia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2007","558.633133"
"Mongolia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2008","967.167802"
"Mongolia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2009","1114.478054"
"Mongolia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2010","1103.712508"
"Mongolia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2011","1475.448075"
"Mongolia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2012","1182.983271"
"Mongolia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2013","1247.527165"
"Mongolia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2014","1301.999598"
"Mongolia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2015","1134.200234"
"Mongolia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2016","1046.887231"
"Pakistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1991","15133.590368"
"Pakistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1992","16311.476054"
"Pakistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1993","16675.069553"
"Pakistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1994","17808.854431"
"Pakistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1995","20032.34049"
"Pakistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1996","20658.363234"
"Pakistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1997","20422.638851"
"Pakistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1998","20732.087517"
"Pakistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1999","19082.23143"
"Pakistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2000","19523.149061"
"Pakistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2001","16716.261729"
"Pakistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2002","18650.239833"
"Pakistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2003","20918.115448"
"Pakistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2004","23381.087681"
"Pakistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2005","24575.144495"
"Pakistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2006","26001.449131"
"Pakistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2007","28628.361897"
"Pakistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2008","26323.676917"
"Pakistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2009","31620.687306"
"Pakistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2010","36509.119444"
"Pakistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2011","45448.768448"
"Pakistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2012","43075.196033"
"Pakistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2013","48156.146273"
"Pakistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2014","51789.191741"
"Pakistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2015","49772.873988"
"Pakistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2016","49911.883292"
"Armenia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1997","460.448533"
"Armenia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1998","534.461555"
"Armenia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1999","477.076048"
"Armenia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2000","412.060269"
"Armenia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2001","473.70004"
"Armenia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2002","478.371557"
"Armenia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2003","560.804037"
"Armenia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2004","809.702173"
"Armenia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2005","1417.919051"
"Armenia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2006","1652.343482"
"Armenia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2007","2157.70857"
"Armenia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2008","2757.76395"
"Armenia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2009","2066.020471"
"Armenia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2010","1697.494502"
"Armenia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2011","2782.188641"
"Armenia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2012","2814.072171"
"Armenia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2013","2772.356976"
"Armenia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2014","2554.969694"
"Armenia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2015","2117.599736"
"Armenia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2016","2192.724789"
"Bangladesh","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1991","7469.858255"
"Bangladesh","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1992","7023.832725"
"Bangladesh","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1993","6512.051358"
"Bangladesh","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1994","6771.603987"
"Bangladesh","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1995","7782.515231"
"Bangladesh","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1996","6873.378603"
"Bangladesh","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1997","6698.362274"
"Bangladesh","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1998","7079.339646"
"Bangladesh","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1999","7742.976587"
"Bangladesh","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2000","7484.953866"
"Bangladesh","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2001","6647.850968"
"Bangladesh","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2002","6963.434501"
"Bangladesh","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2003","9626.023235"
"Bangladesh","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2004","9992.618902"
"Bangladesh","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2005","10754.555346"
"Bangladesh","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2006","9801.658949"
"Bangladesh","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2007","11665.313557"
"Bangladesh","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2008","14122.66708"
"Bangladesh","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2009","14615.757025"
"Bangladesh","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2010","15985.511326"
"Bangladesh","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2011","17123.838245"
"Bangladesh","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2012","17557.661639"
"Bangladesh","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2013","20833.328439"
"Bangladesh","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2014","21536.726541"
"Bangladesh","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2015","21748.040169"
"Bangladesh","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2016","22338.274672"
"Sri Lanka","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1991","1733.445159"
"Sri Lanka","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1992","1762.876981"
"Sri Lanka","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1993","1846.87305"
"Sri Lanka","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1994","2007.635457"
"Sri Lanka","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1995","2054.189606"
"Sri Lanka","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1996","2098.362608"
"Sri Lanka","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1997","2174.2141"
"Sri Lanka","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1998","2173.608651"
"Sri Lanka","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1999","1840.273458"
"Sri Lanka","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2000","1662.831317"
"Sri Lanka","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2001","1463.644619"
"Sri Lanka","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2002","1602.80195"
"Sri Lanka","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2003","1565.193681"
"Sri Lanka","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2004","1592.634105"
"Sri Lanka","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2005","1927.236078"
"Sri Lanka","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2006","1993.511937"
"Sri Lanka","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2007","2293.713902"
"Sri Lanka","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2008","3565.98752"
"Sri Lanka","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2009","3176.028816"
"Sri Lanka","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2010","3738.595034"
"Sri Lanka","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2011","3977.206052"
"Sri Lanka","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2012","3630.862655"
"Sri Lanka","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2013","4434.470084"
"Sri Lanka","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2014","4662.99523"
"Sri Lanka","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2015","4862.200108"
"Sri Lanka","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2016","4400.744456"
"Bhutan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1991","108.275742"
"Bhutan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1992","100.481366"
"Bhutan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1993","90.795124"
"Bhutan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1994","97.782003"
"Bhutan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1995","110.010866"
"Bhutan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1996","102.506188"
"Bhutan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1997","107.420819"
"Bhutan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1998","96.745686"
"Bhutan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1999","109.473209"
"Bhutan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2000","95.34323"
"Bhutan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2001","98.821992"
"Bhutan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2002","99.968579"
"Bhutan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2003","148.627899"
"Bhutan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2004","187.229264"
"Bhutan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2005","257.99559"
"Bhutan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2006","265.337149"
"Bhutan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2007","279.863404"
"Bhutan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2008","258.775513"
"Bhutan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2009","258.043889"
"Bhutan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2010","350.847931"
"Bhutan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2011","448.951899"
"Bhutan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2012","445.824668"
"Bhutan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2013","371.635622"
"Bhutan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2014","342.51119"
"Bhutan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2015","432.822679"
"Bhutan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2016","460.848118"
"Tajikistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1993","8731.491344"
"Tajikistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1994","4835.032159"
"Tajikistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1995","2606.520523"
"Tajikistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1996","1377.591057"
"Tajikistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1997","950.376975"
"Tajikistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1998","892.94169"
"Tajikistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1999","610.616027"
"Tajikistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2000","414.151331"
"Tajikistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2001","540.389912"
"Tajikistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2002","603.545764"
"Tajikistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2003","790.460498"
"Tajikistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2004","963.710562"
"Tajikistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2005","1119.683772"
"Tajikistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2006","1355.518282"
"Tajikistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2007","1189.50466"
"Tajikistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2008","1452.703647"
"Tajikistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2009","1865.508562"
"Tajikistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2010","2271.548678"
"Tajikistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2011","2711.130415"
"Tajikistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2012","2959.99056"
"Tajikistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2013","2942.909712"
"Tajikistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2014","3237.821856"
"Tajikistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2015","2222.660168"
"Tajikistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2016","1727.181287"
"India","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1991","89709.345232"
"India","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1992","87595.574246"
"India","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1993","83864.549258"
"India","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1994","92574.22519"
"India","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1995","100911.216581"
"India","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1996","104780.723487"
"India","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1997","104628.57374"
"India","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1998","99374.667569"
"India","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1999","106094.574348"
"India","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2000","101777.228401"
"India","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2001","102235.036636"
"India","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2002","97392.288818"
"India","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2003","117230.102846"
"India","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2004","134246.937196"
"India","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2005","152648.954773"
"India","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2006","174742.144461"
"India","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2007","246770.30347"
"India","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2008","250956.848914"
"India","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2009","245273.69669"
"India","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2010","330946.226934"
"India","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2011","373769.23439"
"India","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2012","361764.7811"
"India","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2013","328976.904453"
"India","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2014","351940.503953"
"India","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2015","350182.146129"
"India","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2016","358081.17489"
"Turkmenistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1997","2631.117302"
"Turkmenistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1998","2081.773768"
"Turkmenistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1999","3157.438709"
"Turkmenistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2000","3828.103236"
"Turkmenistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2001","4672.072717"
"Turkmenistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2002","5446.377381"
"Turkmenistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2003","6429.486572"
"Turkmenistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2004","6759.230368"
"Turkmenistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2005","7489.277536"
"Turkmenistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2006","7161.992613"
"Turkmenistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2007","6805.039369"
"Turkmenistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2008","4650.350271"
"Turkmenistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2009","3219.021454"
"Turkmenistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2010","3357.936437"
"Turkmenistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2011","3583.815202"
"Turkmenistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2012","4131.873258"
"Turkmenistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2013","4436.529945"
"Turkmenistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2014","4331.116942"
"Turkmenistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2015","2799.215416"
"Turkmenistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2016","2709.380697"
"Georgia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1994","1417.621957"
"Georgia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1995","1301.581938"
"Georgia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1996","1542.282523"
"Georgia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1997","1682.793853"
"Georgia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1998","1394.593368"
"Georgia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1999","1110.222945"
"Georgia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2000","919.196035"
"Georgia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2001","1011.330627"
"Georgia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2002","982.458931"
"Georgia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2003","1211.130936"
"Georgia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2004","1160.154923"
"Georgia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2005","1294.856032"
"Georgia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2006","766.131165"
"Georgia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2007","1013.021574"
"Georgia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2008","1021.149874"
"Georgia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2009","926.127998"
"Georgia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2010","843.372271"
"Georgia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2011","1225.196777"
"Georgia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2012","1116.914582"
"Georgia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2013","1352.836693"
"Georgia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2014","1271.903053"
"Georgia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2015","920.284432"
"Georgia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2016","813.702778"
"Kyrgyzstan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1998","1035.004716"
"Kyrgyzstan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1999","692.667195"
"Kyrgyzstan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2000","772.305367"
"Kyrgyzstan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2001","914.116244"
"Kyrgyzstan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2002","944.736462"
"Kyrgyzstan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2003","1105.064867"
"Kyrgyzstan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2004","1170.007874"
"Kyrgyzstan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2005","1324.115873"
"Kyrgyzstan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2006","1646.617211"
"Kyrgyzstan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2007","2211.944803"
"Kyrgyzstan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2008","2762.796962"
"Kyrgyzstan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2009","2340.767961"
"Kyrgyzstan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2010","2082.912469"
"Kyrgyzstan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2011","2994.379918"
"Kyrgyzstan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2012","3001.873848"
"Kyrgyzstan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2013","3287.211371"
"Kyrgyzstan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2014","3220.056639"
"Kyrgyzstan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2015","2760.755238"
"Kyrgyzstan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2016","2321.026024"
"Uzbekistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1992","19.031479"
"Uzbekistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1993","1.680577"
"Uzbekistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1994","125.303766"
"Uzbekistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1995","24.468686"
"Uzbekistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1996","69.075292"
"Uzbekistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1997","44.30987"
"Uzbekistan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1998","30.04078"
"Azerbaijan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1994","832.713304"
"Azerbaijan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1995","614.400686"
"Azerbaijan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1996","610.366939"
"Azerbaijan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1997","591.424687"
"Azerbaijan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1998","700.331231"
"Azerbaijan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1999","770.666758"
"Azerbaijan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2000","881.338159"
"Azerbaijan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2001","844.107655"
"Azerbaijan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2002","914.260093"
"Azerbaijan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2003","1111.744803"
"Azerbaijan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2004","1265.906733"
"Azerbaijan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2005","1593.162298"
"Azerbaijan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2006","2287.708196"
"Azerbaijan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2007","3068.512119"
"Azerbaijan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2008","3724.411062"
"Azerbaijan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2009","4331.401996"
"Azerbaijan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2010","4985.709367"
"Azerbaijan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2011","5282.000161"
"Azerbaijan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2012","5553.58071"
"Azerbaijan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2013","6090.655357"
"Azerbaijan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2014","5771.269393"
"Azerbaijan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2015","4777.277921"
"Azerbaijan","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2016","3124.703299"
"Democratic People's Republic of Korea","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1996","58916.511628"
"Democratic People's Republic of Korea","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1997","72738.228837"
"Democratic People's Republic of Korea","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1998","127058.655814"
"Maldives","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2002","0.099348"
"Maldives","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2003","0.121152"
"Maldives","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2004","0.935149"
"Maldives","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2005","0.335147"
"Maldives","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2006","1.106276"
"Maldives","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2007","0.438021"
"Maldives","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2008","0.990603"
"Maldives","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2009","1.093792"
"Maldives","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2010","8.427754"
"Maldives","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2011","4.843691"
"Maldives","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2012","3.602978"
"Maldives","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2013","2.602868"
"Maldives","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2014","4.587919"
"Maldives","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2015","8.986046"
"Maldives","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2016","5.244202"
"Republic of Korea","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1991","22852.206273"
"Republic of Korea","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1992","23814.141753"
"Republic of Korea","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1993","23157.213825"
"Republic of Korea","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1994","26284.334223"
"Republic of Korea","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1995","30761.783043"
"Republic of Korea","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1996","35415.605381"
"Republic of Korea","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1997","31116.107883"
"Republic of Korea","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1998","22026.290811"
"Republic of Korea","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1999","28635.1109"
"Republic of Korea","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2000","29415.880185"
